Water_Year,January_Mean_Streamflow_cfs,January_Mean_Streamflow_mm_day
1964,5.070967741935484,0.22075632864210273
1965,8.477419354838709,0.36905065627954575
1966,5.35483870967742,0.23311418927855637
1967,4.241935483870968,0.18466575837427807
1968,8.270967741935484,0.3600631212712159
1980,6.764516129032258,0.2944822017573088
