Water_Year,January_Mean_Streamflow_cfs,January_Mean_Streamflow_mm_day
1964,6.054838709677419,0.3241492411233922
1965,7.941935483870967,0.4251760424324942
1966,8.661290322580646,0.4636871137007502
1967,6.319354838709677,0.3383102628453519
1968,6.974193548387097,0.3733674263765445
1980,1.8193548387096774,0.09740019818518553
