35.071,30.228,32.067,39.538,36.066
18.22,14.851,15.58,17.359,20.087
9.8163,9.1308,9.3461,9.5682,8.9687
53.574,35.907,36.984,50.706,59.364
68.562,84.249,92.811,124.98,126.49
38.404,26.281,28.915,39.897,51.7
60.085,51.41,53.658,67.414,81.378
33.695,35.213,36.332,36.903,34.002
95.274,82.272,77.673,79.44,112.8
62.791,44.224,44.068,56.617,84.477
86.731,66.349,66.898,85.426,112.07
3.2969,3.0637,3.1335,3.3548,3.6919
102.34,83.879,94.47,125.63,129.94
8.388,5.4622,6.0424,8.6651,7.6633
70.376,57.827,59.626,77.745,94.177
77.637,69.497,76.796,104.82,103.48
107.04,96.629,98.915,118.28,134.79
53.364,35.5,37.607,51.664,63.926
20.395,18.425,18.59,18.623,19.878
56.242,54.617,58.976,60.736,58.01
51.033,46.454,49.299,65.303,73.509
32.441,34.171,30.604,28.863,34.347
20.812,16.6,18.004,25.909,27.516
46.63,39.158,39.991,47.767,54.035
46.895,53.107,53.995,55.554,60.175
22.328,20.279,19.513,19.072,23.785
51.009,47.694,59.882,86.355,79.434
27.325,25.782,28.566,34.819,34.536
23.635,19.343,19.392,17.963,24.125
9.7057,10.388,12.861,19.515,21.379
29.225,26.763,28.345,36.4,40.728
11.002,10.195,14.339,22.693,17.173
52.025,49.25,53.624,65.184,67.057
73.151,52.347,55.428,73.096,93.63
81.532,67.942,71.405,89.288,104.42
52.139,41.552,44.712,56.819,67.264
50.561,42.74,45.514,51.646,55.031
94.746,79.087,79.489,93.179,100.53
26.753,25.122,25.512,30.458,36.658
97.995,76.964,81.577,110.49,129.19
19.384,16.766,13.394,13.011,17.324
33.201,26.709,29.623,35.924,41.625
156.67,128.82,131.28,165.64,206.19
61.293,51.994,54.855,71.713,81.64
41.999,36.175,37.506,51.647,54.802
97.64,78.768,84.205,101.86,117.76
26.21,20.213,24.104,32.864,34.78
72.357,55.884,56.33,66.971,72.493
0,0,0,0,0
31.793,25.847,25.77,33.14,41.647
28.771,22.376,22.259,26.587,28.593
27.921,23.653,27.456,37.931,39.942
53.539,43.999,46.117,56.177,64.991
36.74,30.126,32.017,45.965,47.968
5.9422,3.9662,3.0098,2.6459,6.9995
20.225,15.38,14.716,17.704,19.368
47.156,40.75,40.114,43.297,50.975
84.163,60.611,63.872,83.714,103.86
27.103,21.907,20.607,23.232,28.408
39.091,36.585,42.767,50.01,45.698
16.516,13.1,16.725,26.654,26.58
8.531,8.0738,7.9661,11.858,11.636
50.445,42.263,36.197,42.295,59.608
37.507,33.377,35.266,42.222,46.203
63.701,48.884,54.961,73.596,90.618
93.883,73.356,67.132,76.072,113.8
73.998,56.082,61.445,78.75,92.499
104.13,82.291,93.649,120.55,124.09
131.81,99.603,98.699,117.28,148.3
28.031,19.617,22.847,31.794,36.002
63.196,57.394,63.945,77.114,81.542
73.257,74.409,80.396,104.87,107.44
24.52,22.718,28.403,43.764,38.762
44.651,40.524,37.425,42.309,52.372
4.477,2.5233,1.3956,2.9331,7.3546
63.781,57.537,66.954,85.139,72.235
55.134,51.067,49.29,51.866,71.564
138.97,114.14,109.93,138.51,162.38
67.635,42.905,45.264,64.651,70.665
60.518,52.584,63.192,84.84,67.58
118.04,64.307,87.038,120.8,104.02
74.021,73.557,59.372,72.421,103.63
42.09,40.54,43.707,51.412,78.132
38.453,24.819,26.622,31.922,27.331
4.045,3.6375,0.56352,1.6971,10.896
50.766,35.62,39.834,49.698,70.75
42.531,34.076,38.164,48.684,58.456
64.17,58.704,66.7,84.484,89.955
57.868,42.347,63.896,87.624,58.572
81.677,74.149,68.777,74.397,98.563
116.16,92.936,90.499,103.4,116.17
28.926,27.46,24.919,31.023,50.88
62.749,48.209,53.354,73.441,78.605
69.838,50.961,44.35,53.082,79.504
64.362,58.172,58.286,64.241,75.493
8.5114,9.4414,5.3036,5.8511,20.217
70.255,43.805,48.346,67.345,74.541
38.626,34.382,29.435,37.05,53.673
47.603,46.787,45.456,48.557,71.028
21.015,14.161,14.936,16.951,15.513
164.46,122.13,131.59,170.16,186.31
39.936,24.157,29.254,41.471,34.497
78.085,75.162,63.16,76.067,120.65
67.194,63.265,56.535,71.462,97.791
30.08,24.061,30.49,41.989,38.493
59.362,62.699,80.862,102.08,87.521
93.972,85.162,94.07,117.15,136.55
53.875,46.111,41.282,66.444,85.437
65.125,49.359,81.777,104.76,58.934
47.9,50.013,35.81,50.41,89.64
15.755,11.612,13.342,17.599,27.161
41.323,27.839,26.044,36.383,42.65
56.295,42.461,57.483,72.735,50.36
11.417,14.714,18.089,18.347,26.363
